Starting run from scratch
0,train,142.12012481689453,-0.0003013085809642213,32.81780242919922,360,21069932032,24933040128,20
0,val,150.40035129333876,0.006697142917806653,35.5149564743042,1288,4461229568,24933040128,20
1,train,130.01386790805392,0.07731416435098071,32.33662748336792,360,21069950976,24933040128,20
1,val,133.01067912060282,0.1215453449467363,35.234092235565186,1288,4461248512,24933040128,20
2,train,89.22055986192491,0.3685399420593948,32.21900749206543,360,21069950976,24933040128,20
2,val,123.25741186201202,0.1859597383991065,35.0260956287384,1288,4461248512,24933040128,20
3,train,78.20527341630724,0.4551960311264972,32.21181058883667,360,21069950976,24933040128,20
3,val,142.98300019258298,0.055684223873153194,34.02957773208618,1288,4461248512,24933040128,20
4,train,89.43157302008734,0.37987123051474125,32.65017342567444,360,21069950976,24933040128,20
4,val,149.41813538829732,0.013184072309993966,35.451820611953735,1288,4461248512,24933040128,20
5,train,67.50029945373535,0.5136109383987337,32.78751850128174,360,21069950976,24933040128,20
5,val,256.95577794424497,-0.6970366696022516,34.30345869064331,1288,4461248512,24933040128,20
6,train,60.08416101667616,0.5826264334546278,32.22065448760986,360,21069950976,24933040128,20
6,val,107.52651429028245,0.2898527520879173,35.2678427696228,1288,4461248512,24933040128,20
7,train,47.62136226230197,0.6510671679408528,32.2500524520874,360,21069950976,24933040128,20
7,val,99.52229094653396,0.3427157900006774,34.44034481048584,1288,4461248512,24933040128,20
8,train,35.40137603547838,0.7430698774090697,32.444130659103394,360,21069950976,24933040128,20
8,val,100.88859847169485,0.33369215479070613,34.706783056259155,1288,4461248512,24933040128,20
9,train,29.4334004190233,0.7954925238507629,32.78670406341553,360,21069950976,24933040128,20
9,val,101.52586631893371,0.3294833836657568,33.79427194595337,1288,4461248512,24933040128,20
10,train,24.7189646297031,0.829042196608783,32.277019739151,360,21069950976,24933040128,20
10,val,86.49632366251501,0.4287443779945892,35.304102182388306,1288,4461248512,24933040128,20
11,train,18.91879365179274,0.8633855026626236,32.09043908119202,360,21069950976,24933040128,20
11,val,84.28660980366772,0.4433381929964386,34.766273736953735,1288,4461248512,24933040128,20
12,train,19.819143030378555,0.8627379556581761,32.3064341545105,360,21069950976,24933040128,20
12,val,84.26073185701549,0.4435091000306842,35.006229877471924,1288,4461248512,24933040128,20
13,train,17.717399173312717,0.8764446743336133,32.17316150665283,360,21069950976,24933040128,20
13,val,97.47382673417559,0.35624465172448294,35.382964849472046,1288,4461248512,24933040128,20
14,train,18.81459018919203,0.8647384324225229,32.072887897491455,360,21069950976,24933040128,20
14,val,80.61924367513716,0.4675589151541554,34.43708109855652,1288,4461248512,24933040128,20
15,train,14.158235629399618,0.9012298260837204,32.24787449836731,360,21069950976,24933040128,20
15,val,82.81981411335632,0.4530254922284924,35.56627178192139,1288,4461248512,24933040128,20
16,train,9.571523348490397,0.9318997666536314,32.454336404800415,360,21069950976,24933040128,20
16,val,83.69571365332752,0.4472407026359513,35.4812958240509,1288,4461248512,24933040128,20
17,train,10.985321839650473,0.9221083461869698,32.429993629455566,360,21069950976,24933040128,20
17,val,81.70079573044866,0.46041592535775566,34.06749987602234,1288,4461248512,24933040128,20
18,train,13.181235882971022,0.908850205055197,32.24975252151489,360,21069950976,24933040128,20
18,val,82.2050366075883,0.45708572211822085,34.588643312454224,1288,4461248512,24933040128,20
19,train,12.277221765783098,0.9152251137050019,32.48353862762451,360,21069950976,24933040128,20
19,val,80.7248920831621,0.46686117458732024,35.17573070526123,1288,4461248512,24933040128,20
20,train,12.631873349348703,0.9103233733481415,32.38551664352417,360,21069950976,24933040128,20
20,val,86.21183800549241,0.4306232323637703,35.568952322006226,1288,4461248512,24933040128,20
21,train,13.974417818917168,0.902821082518606,32.31993246078491,360,21069950976,24933040128,20
21,val,82.45204122318245,0.45545439618482253,34.934603214263916,1288,4461248512,24933040128,20
22,train,9.061254779497782,0.9355542815313689,32.29939532279968,360,21069950976,24933040128,20
22,val,82.14262013405747,0.4574979358827429,34.390005350112915,1288,4461248512,24933040128,20
23,train,8.725582579771677,0.9380378437614723,32.501603841781616,360,21069950976,24933040128,20
23,val,81.86716286440074,0.4593171714450287,34.390228033065796,1288,4461248512,24933040128,20
24,train,8.88602101802826,0.9376950846206372,32.2582368850708,360,21069950976,24933040128,20
24,val,81.85776166738191,0.45937925435787386,35.22619104385376,1288,4461248512,24933040128,20
25,train,7.984145164489746,0.9434475136789401,32.4089252948761,360,21069950976,24933040128,20
25,val,81.25248876417646,0.46337672126134366,35.697543144226074,1288,4461248512,24933040128,20
26,train,7.9920850727293224,0.9436868417571825,31.676433801651,360,21069950976,24933040128,20
26,val,83.48675208358291,0.44862076376172944,35.47700881958008,1288,4461248512,24933040128,20
27,train,12.895714110798306,0.9094024864365406,32.329193353652954,360,21069950976,24933040128,20
27,val,81.19686904457045,0.4637440494208708,35.27315855026245,1288,4461248512,24933040128,20
28,train,7.4089345534642534,0.9483397742018675,32.89966297149658,360,21069950976,24933040128,20
28,val,81.11481469906636,0.4642859675312746,35.85899639129639,1288,4461248512,24933040128,20
29,train,11.178464359707302,0.9213606466077495,32.27333974838257,360,21069950976,24933040128,20
29,val,85.455833600915,0.43561617953641985,34.689602851867676,1288,4461248512,24933040128,20
30,train,12.721085184150272,0.9111124394212696,32.35197043418884,360,21069950976,24933040128,20
30,val,84.4101142083636,0.4425225211504342,35.1839759349823,1288,4461248512,24933040128,20
31,train,6.696652213732402,0.9525881898425111,32.29467034339905,360,21069950976,24933040128,20
31,val,81.1542048780074,0.4640258328198087,34.890960454940796,1288,4461248512,24933040128,20
